Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
9588,2.0,2,2,2022.0,13.0,55.0,3,45500000.0
9589,2.0,1,3,1979.0,2.0,47.0,3,29900000.0
9590,3.0,2,2,2012.0,8.0,85.3,3,48700000.0
9591,2.0,1,2,2023.0,10.0,62.8,4,43000000.0
9592,1.0,7,2,2023.0,3.0,41.16,4,17334000.0
9593,3.0,3,3,1961.0,4.0,61.0,3,37000000.0
9594,2.0,3,2,2024.0,3.0,92.31,4,55386000.0
9595,1.0,1,3,1986.0,8.0,41.0,2,33000000.0
9596,1.0,1,1,1960.0,1.0,29.5,3,49000000.0
9597,2.0,3,1,1979.0,4.0,55.5,3,39000000.0
9598,3.0,3,2,2016.0,7.0,105.0,3,88000000.0
9599,3.0,2,2,2014.0,1.0,100.0,3,62000000.0
9600,2.0,1,2,2019.0,7.0,43.0,3,56000000.0
9601,3.0,2,2,2010.0,8.0,65.0,3,45000000.0
9602,1.0,3,2,2023.0,11.0,40.0,3,29000000.0
9603,2.0,2,1,1966.0,2.0,42.0,2,26000000.0
9604,3.0,6,2,2022.0,2.0,79.0,4,28400000.0
9605,4.0,1,1,1987.0,6.0,82.0,3,65999000.0
9606,1.0,2,3,1986.0,3.0,15.0,3,9999999.0
9607,2.0,5,2,1993.0,8.0,57.0,3,57000000.0
9608,2.0,0,2,2012.0,8.0,68.0,3,35500000.0
9609,3.0,2,3,1987.0,1.0,72.0,3,46000000.0
9610,1.0,4,3,1985.0,1.0,30.4,3,20500000.0
9611,3.0,3,3,1986.0,4.0,72.0,3,53500000.0
9612,1.0,5,2,2021.0,7.0,44.0,3,53000000.0
9613,2.0,4,3,1985.0,2.0,43.2,3,31500000.0
9614,2.0,3,1,1988.0,5.0,51.0,1,34000000.0
9615,2.0,6,2,2023.0,9.0,60.28,0,26300000.0
9616,3.0,1,3,1979.0,9.0,70.0,3,45500000.0
9617,2.0,1,1,2000.0,5.0,54.0,3,38000000.0
9618,2.0,2,2,2018.0,10.0,40.0,3,26000000.0
9619,3.0,5,1,1967.0,3.0,61.0,3,60000000.0
9620,2.0,6,2,2019.0,9.0,45.0,3,26500000.0
9621,1.0,2,3,1979.0,4.0,33.7,3,24000000.0
9622,1.0,7,2,2018.0,10.0,30.0,3,22650000.0
9623,3.0,3,2,2019.0,11.0,100.0,3,83000000.0
9624,2.0,4,2,2021.0,6.0,54.0,3,39750000.0
9625,3.0,2,2,2014.0,9.0,115.0,3,78000000.0
9626,3.0,3,3,1990.0,5.0,72.1,1,49500000.0
9627,2.0,6,2,2022.0,3.0,65.0,3,31500000.0
9628,2.0,5,2,2020.0,4.0,60.0,3,48000000.0
9629,2.0,2,3,1969.0,2.0,49.0,1,26500000.0
9630,1.0,7,2,2018.0,1.0,30.0,3,14000000.0
9631,1.0,3,3,1973.0,1.0,31.0,3,23000000.0
9632,2.0,3,2,2023.0,14.0,60.0,3,56000000.0
9633,1.0,6,2,2023.0,5.0,32.0,4,15900000.0
9634,4.0,3,2,2013.0,4.0,182.0,4,120000000.0
9635,3.0,3,2,2017.0,10.0,140.0,3,78499999.0
9636,3.0,3,3,1977.0,3.0,60.0,1,41000000.0
9637,3.0,6,2,2022.0,2.0,67.0,3,42000000.0
9638,1.0,7,1,1993.0,4.0,34.9,3,22000000.0
9639,1.0,2,2,2002.0,5.0,37.0,1,26000000.0
9640,1.0,0,2,2014.0,7.0,31.9,3,14700000.0
9641,1.0,1,3,1977.0,8.0,40.0,3,29900000.0
9642,2.0,2,3,1968.0,2.0,42.8,2,23500000.0
9643,1.0,1,3,1980.0,3.0,14.0,3,11000000.0
9644,1.0,3,3,1982.0,9.0,40.0,3,30000000.0
9645,2.0,3,2,2021.0,1.0,60.0,3,55000000.0
9646,3.0,3,2,2015.0,16.0,130.0,3,205000000.0
9647,3.0,2,2,2020.0,10.0,74.0,3,46000000.0
9648,3.0,6,2,2022.0,2.0,72.0,0,62000000.0
9649,2.0,5,2,2022.0,4.0,55.0,3,39000000.0
9650,3.0,4,3,1978.0,3.0,92.0,3,47000000.0
9651,3.0,2,1,1996.0,5.0,68.0,1,39000000.0
9652,2.0,5,3,1970.0,4.0,45.0,1,32500000.0
9653,4.0,3,2,2015.0,5.0,116.0,3,105000000.0
9654,1.0,6,2,2023.0,4.0,40.0,3,23500000.0
9655,2.0,1,2,2012.0,10.0,55.5,3,37000000.0
9656,4.0,3,2,2022.0,11.0,170.0,4,173000000.0
9657,3.0,2,3,1971.0,2.0,62.0,3,38000000.0
9658,4.0,3,2,2011.0,1.0,177.0,3,110000000.0
9659,3.0,3,2,2013.0,17.0,130.0,3,110000000.0
9660,2.0,3,3,1970.0,4.0,45.0,1,31000000.0
9661,2.0,2,3,1980.0,3.0,44.0,3,25500000.0
9662,3.0,1,1,1956.0,2.0,65.3,3,80000000.0
9663,3.0,3,3,1972.0,1.0,62.0,2,32500000.0
9664,3.0,5,3,1972.0,1.0,60.0,3,42000000.0
9665,2.0,3,2,2022.0,2.0,82.0,3,88000000.0
9666,3.0,4,3,1987.0,1.0,63.0,1,32000000.0
9667,5.0,3,3,1976.0,1.0,95.0,3,51000000.0
9668,3.0,6,3,2022.0,6.0,78.0,3,44000000.0
9669,1.0,2,3,1993.0,10.0,44.3,1,31000000.0
9670,2.0,1,2,2021.0,3.0,63.0,3,46000000.0
9671,3.0,5,2,2013.0,8.0,72.2,3,73000000.0
9672,1.0,1,2,2019.0,7.0,43.0,2,31500000.0
9673,2.0,3,2,2015.0,10.0,60.0,3,40000000.0
9674,2.0,3,1,1986.0,5.0,50.0,3,40900000.0
9675,3.0,3,2,2018.0,3.0,97.8,3,130000000.0
9676,3.0,3,3,1986.0,3.0,74.0,3,55000000.0
9677,1.0,1,3,1974.0,3.0,33.1,3,27000000.0
9678,2.0,3,1,1988.0,4.0,44.0,3,33000000.0
9679,1.0,5,2,2020.0,2.0,35.1,3,25000000.0
9680,3.0,2,3,1963.0,4.0,58.1,3,39000000.0
9681,3.0,2,3,1988.0,3.0,70.0,3,52000000.0
9682,3.0,2,2,2007.0,1.0,80.0,3,53000000.0
9683,2.0,1,1,1961.0,2.0,38.5,3,31000000.0
9684,1.0,7,2,2021.0,6.0,40.6,3,28000000.0
9685,3.0,2,3,1981.0,2.0,78.0,3,45000000.0
9686,3.0,3,2,2024.0,14.0,80.4,2,41000000.0
9687,1.0,2,3,1966.0,3.0,33.0,3,20500000.0
9688,3.0,5,2,2016.0,7.0,112.0,3,125000000.0
9689,3.0,3,2,2019.0,3.0,54.0,3,52000000.0
9690,3.0,2,2,2019.0,7.0,85.0,3,71990000.0
9691,2.0,7,1,1989.0,2.0,44.0,3,26000000.0
9692,3.0,5,2,1991.0,3.0,77.0,3,70000000.0
9693,3.0,5,2,2019.0,6.0,74.0,3,38000000.0
9694,2.0,1,3,1974.0,5.0,42.2,3,28000000.0
9695,3.0,5,3,1978.0,5.0,58.0,3,45000000.0
9696,1.0,6,2,2023.0,11.0,21.0,0,14900000.0
9697,1.0,2,3,1994.0,2.0,42.0,3,29900000.0
9698,4.0,3,1,1981.0,4.0,126.0,3,86500000.0
9699,1.0,3,2,2023.0,12.0,33.3,4,25800000.0
9700,2.0,5,2,2022.0,15.0,78.6,4,47160000.0
9701,3.0,1,1,1971.0,4.0,92.0,3,67000000.0
9702,1.0,7,1,1972.0,3.0,43.0,1,17950000.0
9703,2.0,1,3,1979.0,5.0,44.6,3,29500000.0
9704,1.0,1,1,1966.0,2.0,45.0,1,33500000.0
9705,2.0,5,2,2013.0,9.0,63.0,3,62000000.0
9706,1.0,1,3,1984.0,3.0,8.0,1,9000000.0
9707,3.0,6,2,2020.0,8.0,92.0,3,46800000.0
9708,2.0,4,1,2019.0,3.0,60.0,3,23000000.0
9709,1.0,7,2,2017.0,1.0,44.0,3,25000000.0
9710,2.0,1,2,2019.0,5.0,70.0,4,66000000.0
9711,2.0,0,2,2021.0,3.0,58.0,3,37000000.0
9712,1.0,0,1,2021.0,4.0,13.3,3,8300000.0
9713,2.0,3,2,2019.0,1.0,65.0,3,56000000.0
9714,2.0,5,3,1975.0,9.0,60.3,1,55000000.0
9715,2.0,0,2,2011.0,6.0,47.0,3,25000000.0
9716,3.0,3,2,2023.0,14.0,114.2,4,120000000.0
9717,1.0,3,3,1987.0,5.0,33.0,3,35000000.0
9718,2.0,0,2,2012.0,4.0,67.0,3,28500000.0
9719,2.0,2,2,2023.0,6.0,71.4,4,44000000.0
9720,2.0,2,2,2006.0,2.0,53.0,1,39000000.0
9721,2.0,6,2,2021.0,8.0,60.1,3,40000000.0
9722,4.0,5,2,2011.0,4.0,165.0,3,200000000.0
9723,2.0,3,2,2021.0,9.0,73.6,3,90000000.0
9724,2.0,1,3,1973.0,3.0,42.0,1,35000000.0
9725,1.0,3,2,2015.0,10.0,47.0,3,37500000.0
9726,1.0,3,1,1955.0,1.0,28.0,3,20500000.0
9727,2.0,2,1,1994.0,3.0,111.5,3,58800000.0
9728,3.0,3,3,1984.0,4.0,75.5,1,53000000.0
9729,1.0,3,1,1961.0,3.0,31.0,3,28500000.0
9730,2.0,2,3,1968.0,4.0,44.0,1,25800000.0
9731,2.0,2,2,2023.0,1.0,60.63,3,35000000.0
9732,3.0,3,2,2020.0,10.0,84.5,3,76000000.0
9733,1.0,2,1,1980.0,2.0,18.5,3,12000000.0
9734,3.0,2,2,2008.0,6.0,105.0,3,63500000.0
9735,3.0,1,3,1973.0,4.0,64.0,1,36000000.0
9736,3.0,3,2,2021.0,11.0,72.0,3,87000000.0
9737,2.0,3,1,1982.0,5.0,48.8,3,36155800.0
9738,3.0,6,2,2022.0,3.0,93.0,4,95000000.0
9739,1.0,7,2,2022.0,8.0,29.0,3,22700000.0
9740,2.0,5,3,1975.0,3.0,44.0,3,29950000.0
9741,3.0,5,2,2014.0,5.0,114.0,3,150000000.0
9742,5.0,3,2,2013.0,7.0,260.7,3,257000000.0
9743,2.0,3,2,2023.0,4.0,73.5,0,59500000.0
9744,2.0,1,2,2021.0,13.0,77.0,3,52777000.0
9745,2.0,2,3,1966.0,4.0,44.0,3,27000000.0
9746,1.0,2,1,1970.0,2.0,16.0,1,6900000.0
9747,2.0,4,1,1989.0,5.0,50.0,3,26000000.0
9748,4.0,6,1,2021.0,3.0,186.5,4,90000000.0
9749,1.0,6,2,2022.0,7.0,35.0,4,18000000.0
9750,3.0,1,3,1975.0,5.0,64.2,3,42000000.0
9751,2.0,2,2,2017.0,1.0,57.2,3,42000000.0
9752,3.0,4,2,2009.0,6.0,105.0,3,30000000.0
9753,2.0,0,1,1965.0,1.0,35.2,3,20000000.0
9754,2.0,0,2,2011.0,4.0,48.0,3,27000000.0
9755,3.0,2,2,2014.0,17.0,117.0,3,73000000.0
9756,1.0,3,2,2017.0,1.0,40.0,3,35000000.0
9757,1.0,0,2,2015.0,5.0,44.2,3,23000000.0
9758,1.0,7,1,1986.0,1.0,25.0,3,13500000.0
9759,1.0,2,3,1989.0,5.0,40.0,3,31500000.0
9760,1.0,0,2,2023.0,2.0,44.0,4,20500000.0
9761,3.0,7,1,1990.0,2.0,70.0,3,31000000.0
9762,3.0,5,2,2013.0,6.0,70.0,3,61800000.0
9763,1.0,3,1,1975.0,1.0,24.0,3,14000000.0
9764,1.0,3,2,2014.0,12.0,40.0,3,32000000.0
9765,2.0,4,2,2008.0,2.0,63.0,3,29000000.0
9766,2.0,7,2,2022.0,5.0,66.0,3,39000000.0
9767,2.0,4,1,1989.0,4.0,43.0,3,25000000.0
9768,2.0,3,2,2023.0,11.0,69.0,4,62000000.0
9769,1.0,3,1,1960.0,4.0,27.0,3,19000000.0
9770,2.0,3,1,1961.0,3.0,38.8,3,28000000.0
9771,2.0,3,1,1980.0,5.0,52.0,3,34500000.0
9772,2.0,3,1,1980.0,2.0,50.0,3,38000000.0
9773,2.0,2,3,1995.0,7.0,58.0,3,38490000.0
9774,1.0,4,2,1986.0,1.0,33.0,1,20500000.0
9775,3.0,6,2,2020.0,7.0,85.0,3,43900000.0
9776,2.0,3,2,2018.0,5.0,39.0,2,28500000.0
9777,1.0,6,2,2022.0,6.0,32.0,3,19200000.0
9778,3.0,3,2,2019.0,7.0,84.0,3,65000000.0
9779,3.0,3,2,2022.0,7.0,90.0,3,115000000.0
9780,3.0,2,1,1975.0,1.0,58.0,1,36000000.0
9781,2.0,1,3,1984.0,3.0,45.0,2,28000000.0
9782,2.0,3,3,1970.0,4.0,45.0,3,30999900.0
9783,2.0,6,2,2020.0,5.0,70.0,3,41000000.0
9784,3.0,3,2,2022.0,17.0,100.0,3,76900000.0
9785,3.0,3,2,2022.0,12.0,78.0,4,57999999.0
9786,2.0,1,2,1996.0,8.0,54.0,1,30000000.0
9787,1.0,6,2,2019.0,2.0,40.0,3,20000000.0
9788,3.0,3,2,2023.0,5.0,82.0,0,72600000.0
9789,3.0,1,3,1980.0,4.0,60.0,3,50000000.0
9790,3.0,3,2,2015.0,13.0,93.0,3,85000000.0
9791,2.0,1,2,2022.0,7.0,46.0,4,30500000.0
9792,1.0,0,2,2019.0,1.0,41.4,3,12500000.0
9793,1.0,3,2,2017.0,3.0,42.0,3,39000000.0
9794,1.0,6,2,2023.0,3.0,26.0,4,13800000.0
9795,3.0,5,1,1987.0,5.0,90.0,2,69500000.0
9796,3.0,1,1,1988.0,1.0,66.0,1,60000000.0
9797,1.0,3,2,2014.0,12.0,40.0,3,33000000.0
9798,1.0,2,3,1967.0,1.0,33.0,1,21000000.0
9799,2.0,7,0,1962.0,1.0,40.0,3,19000000.0
9800,2.0,2,3,1967.0,4.0,45.0,1,24700000.0
9801,3.0,3,1,1975.0,2.0,85.0,3,68200000.0
9802,3.0,5,2,2008.0,2.0,90.0,2,89000000.0
9803,1.0,2,3,1967.0,2.0,33.0,3,20700000.0
9804,1.0,4,3,1986.0,5.0,33.0,3,22499000.0
9805,3.0,6,2,2019.0,2.0,72.7,3,38200000.0
9806,1.0,6,2,2023.0,4.0,35.0,3,20400000.0
9807,2.0,6,2,2022.0,5.0,77.8,3,31000000.0
9808,1.0,6,2,2022.0,6.0,34.0,3,24500000.0
9809,3.0,7,0,1958.0,2.0,58.2,3,28000000.0
9810,3.0,7,1,1967.0,1.0,81.0,3,32000000.0
9811,3.0,5,1,1975.0,2.0,67.0,3,56000000.0
9812,4.0,2,3,1990.0,1.0,91.0,3,58000000.0
9813,2.0,6,2,2014.0,5.0,70.0,3,52000000.0
9814,2.0,0,2,2023.0,2.0,41.0,3,21000000.0
9815,1.0,2,1,1991.0,1.0,36.0,3,25999000.0
9816,1.0,7,1,2002.0,4.0,38.0,3,22000000.0
9817,3.0,0,2,2012.0,4.0,75.0,3,35200000.0
9818,3.0,3,2,2015.0,9.0,126.0,3,107000000.0
9819,1.0,3,1,1974.0,2.0,35.1,3,25900000.0
9820,3.0,4,2,2016.0,4.0,57.0,3,39000000.0
9821,3.0,5,2,2010.0,3.0,138.0,3,128000000.0
9822,3.0,6,2,2022.0,1.0,107.47,0,102000000.0
9823,2.0,3,3,1984.0,4.0,51.0,3,42000000.0
9824,4.0,3,2,2022.0,1.0,155.0,0,105000000.0
9825,2.0,4,1,1960.0,2.0,42.0,3,19999999.0
9826,2.0,2,2,2019.0,4.0,83.5,3,47000000.0
9827,3.0,0,2,2022.0,6.0,91.9,4,36000000.0
9828,1.0,4,1,1978.0,2.0,34.0,3,22000000.0
9829,1.0,1,2,2023.0,3.0,41.0,3,57800000.0
9830,2.0,2,3,1989.0,9.0,60.0,3,40000000.0
9831,3.0,3,1,1980.0,4.0,65.0,3,47000000.0
9832,2.0,6,2,2022.0,9.0,65.0,3,30000000.0
9833,2.0,0,2,2023.0,3.0,50.0,4,20500000.0
9834,2.0,1,3,1978.0,1.0,55.0,1,37500000.0
9835,1.0,2,3,1965.0,2.0,33.0,3,22600000.0
9836,5.0,5,2,2022.0,12.0,193.6,0,139000000.0
9837,1.0,2,3,1993.0,8.0,43.0,3,32000000.0
9838,2.0,6,2,2022.0,3.0,69.0,3,32000000.0
9839,2.0,0,2,2023.0,11.0,57.87,4,29500000.0
9840,1.0,6,2,2012.0,1.0,53.2,3,28000000.0
9841,3.0,2,1,1996.0,5.0,80.0,3,52000000.0
9842,1.0,1,1,1981.0,5.0,12.5,1,9000000.0
9843,1.0,1,3,1974.0,2.0,33.0,3,30000000.0
9844,2.0,3,2,2019.0,4.0,45.0,3,52500000.0
9845,3.0,6,2,2019.0,8.0,75.0,3,44000000.0
9846,1.0,1,2,2012.0,8.0,51.8,0,35500000.0
9847,2.0,0,2,2011.0,1.0,33.9,3,30000000.0
9848,3.0,7,2,2021.0,6.0,93.5,3,64000000.0
9849,1.0,6,2,2018.0,8.0,44.6,3,21400000.0
9850,2.0,0,2,2011.0,1.0,59.0,2,26000000.0
9851,1.0,4,2,2014.0,3.0,35.1,3,25600000.0
9852,3.0,3,3,1977.0,2.0,56.0,3,48000000.0
9853,1.0,1,3,1978.0,5.0,31.2,2,21000000.0
9854,2.0,1,3,1972.0,4.0,43.0,3,33500000.0
9855,2.0,3,2,2023.0,2.0,43.0,4,40000000.0
9856,1.0,1,1,1978.0,2.0,13.0,3,13000000.0
9857,2.0,6,2,2022.0,3.0,64.3,3,31000000.0
9858,4.0,1,3,1975.0,2.0,79.0,3,49000000.0
9859,3.0,3,2,2019.0,2.0,70.0,3,70500000.0
9860,3.0,7,3,1968.0,3.0,63.0,3,31500000.0
9861,1.0,3,2,2021.0,4.0,52.0,3,50000000.0
9862,3.0,0,2,2021.0,8.0,72.0,3,41000000.0
9863,1.0,1,3,1982.0,1.0,20.0,3,19500000.0
9864,2.0,3,3,1978.0,7.0,55.0,3,43000000.0
9865,1.0,2,2,2023.0,2.0,35.0,0,34500000.0
9866,2.0,6,2,2021.0,7.0,50.0,3,27500000.0
9867,3.0,0,2,2015.0,1.0,75.0,3,40000000.0
9868,3.0,1,3,1994.0,1.0,68.4,3,49000000.0
9869,3.0,2,3,1993.0,7.0,73.4,3,49000000.0
9870,4.0,3,2,2005.0,6.0,170.0,3,152000000.0
9871,4.0,3,3,1975.0,3.0,77.0,3,63000000.0
9872,4.0,7,1,1992.0,5.0,85.0,3,46999990.0
9873,1.0,7,2,2017.0,9.0,40.0,3,24800000.0
9874,4.0,4,3,1992.0,1.0,80.0,3,38700000.0
9875,5.0,5,1,2004.0,5.0,176.0,3,210000000.0
9876,2.0,6,2,2023.0,2.0,63.0,3,30450000.0
9877,2.0,2,3,2008.0,2.0,60.0,3,39000000.0
9878,2.0,3,1,1960.0,3.0,42.0,1,29000000.0
9879,2.0,5,2,2023.0,6.0,50.5,4,25000000.0
9880,2.0,4,1,1989.0,5.0,44.0,3,30000000.0
9881,2.0,2,3,1986.0,4.0,55.0,3,36000000.0
9882,2.0,2,2,2018.0,5.0,68.0,3,50000000.0
9883,4.0,5,2,2006.0,14.0,160.0,3,153000000.0
9884,2.0,5,2,2021.0,1.0,60.0,3,35000000.0
9885,3.0,2,3,1963.0,2.0,59.0,1,38000000.0
9886,2.0,1,2,2023.0,6.0,46.0,0,34000000.0
9887,2.0,7,2,2016.0,12.0,65.0,3,39000000.0
9888,3.0,3,2,2022.0,9.0,102.0,3,80000000.0
9889,1.0,2,3,1975.0,1.0,18.0,3,11500000.0
9890,1.0,3,3,1979.0,5.0,34.0,3,28000000.0
9891,1.0,1,2,2022.0,3.0,42.6,0,39500000.0
9892,1.0,0,2,2010.0,8.0,45.1,3,27000000.0
9893,2.0,2,3,1969.0,3.0,44.0,1,28000000.0
9894,2.0,7,2,2023.0,5.0,68.8,4,28500000.0
9895,2.0,3,1,1961.0,5.0,40.0,3,50500000.0
9896,3.0,3,2,2020.0,3.0,64.0,3,65000000.0
9897,2.0,0,1,1967.0,1.0,43.0,3,20000000.0
9898,1.0,3,3,1985.0,3.0,36.0,3,31000000.0
9899,2.0,1,1,1972.0,4.0,55.0,3,43990000.0
9900,7.0,5,2,2018.0,4.0,580.0,3,684000000.0
9901,2.0,3,2,2021.0,10.0,47.0,3,69000000.0
9902,3.0,1,1,1963.0,3.0,53.0,3,45000000.0
9903,3.0,3,3,1986.0,7.0,75.0,3,59000000.0
9904,3.0,1,2,2023.0,11.0,74.2,4,49700000.0
9905,2.0,3,1,2019.0,2.0,60.0,4,42000000.0
9906,3.0,4,0,1957.0,2.0,55.0,3,21500000.0
9907,3.0,7,2,2017.0,2.0,89.2,3,57000000.0
9908,2.0,6,2,2022.0,3.0,57.1,4,42000000.0
9909,3.0,3,2,2009.0,7.0,82.0,3,80000000.0
9910,2.0,2,3,1963.0,4.0,44.0,3,24000000.0
9911,3.0,5,2,2022.0,1.0,87.2,0,47500000.0
9912,2.0,6,2,2023.0,5.0,62.0,0,28000000.0
9913,3.0,3,1,1992.0,4.0,69.0,3,50500000.0
9914,1.0,6,2,2023.0,4.0,40.0,4,17500000.0
9915,2.0,7,1,1972.0,2.0,45.0,1,22000000.0
9916,2.0,2,2,2020.0,5.0,67.2,3,55000000.0
9917,2.0,2,1,1970.0,3.0,43.9,2,21000000.0
9918,2.0,6,2,2021.0,7.0,59.8,3,38000000.0
9919,3.0,1,2,2021.0,4.0,94.0,3,76500000.0
9920,3.0,7,1,1989.0,3.0,60.9,3,32500000.0
9921,3.0,2,1,1994.0,8.0,75.0,3,50000000.0
9922,3.0,0,2,2019.0,3.0,75.0,3,36000000.0
9923,2.0,5,3,1988.0,4.0,61.0,3,44000000.0
9924,1.0,3,2,2014.0,12.0,40.0,3,32000000.0
9925,2.0,2,2,2020.0,9.0,43.4,3,38500000.0
9926,1.0,0,2,2022.0,1.0,41.0,3,20000000.0
9927,6.0,3,2,2022.0,1.0,270.0,4,170000000.0
9928,1.0,2,1,1988.0,2.0,36.7,1,21500000.0
9929,3.0,1,2,2023.0,8.0,95.0,3,72500000.0
9930,1.0,2,3,1976.0,3.0,23.0,3,12000000.0
9931,2.0,1,1,1997.0,4.0,80.0,3,82000000.0
9932,3.0,3,3,1977.0,1.0,62.0,3,32000000.0
9933,1.0,6,2,2021.0,10.0,33.0,4,16000000.0
9934,3.0,1,2,2024.0,2.0,65.0,4,37000000.0
9935,1.0,6,2,2012.0,16.0,60.0,3,27700000.0
9936,1.0,4,3,1987.0,5.0,41.4,3,20000000.0
9937,3.0,3,2,2023.0,19.0,110.0,2,85000000.0
9938,4.0,4,2,2008.0,6.0,106.0,3,45000000.0
9939,2.0,6,2,2020.0,3.0,65.2,3,32500000.0
9940,4.0,6,2,2012.0,10.0,160.0,3,46500000.0
9941,3.0,2,1,1994.0,1.0,73.0,3,35900000.0
9942,2.0,3,2,2023.0,3.0,94.0,0,75000000.0
9943,1.0,0,2,2015.0,3.0,30.0,3,16500000.0
9944,1.0,7,1,1972.0,1.0,42.0,3,26500000.0
9945,3.0,2,2,2012.0,10.0,120.0,3,149000000.0
9946,2.0,1,2,2018.0,9.0,68.0,3,78500000.0
9947,3.0,0,2,2017.0,1.0,88.1,3,40000000.0
9948,1.0,0,2,2023.0,4.0,39.6,4,17300000.0
9949,2.0,3,2,2019.0,5.0,54.0,3,40000000.0
9950,3.0,5,2,2005.0,12.0,118.0,3,115000000.0
9951,1.0,1,2,2024.0,13.0,29.63,4,16500000.0
9952,2.0,1,2,2015.0,6.0,72.2,3,60000000.0
9953,2.0,6,2,2019.0,3.0,55.2,3,32500000.0
9954,2.0,3,2,2015.0,4.0,55.0,3,35000000.0
9955,4.0,1,1,1989.0,2.0,110.0,3,71000000.0
9956,2.0,1,1,1957.0,3.0,44.0,3,25990000.0
9957,2.0,4,3,1987.0,4.0,55.0,2,25000000.0
9958,2.0,6,2,2011.0,1.0,64.0,3,44000000.0
9959,2.0,5,2,2022.0,3.0,69.5,3,41000000.0
9960,3.0,4,2,1982.0,1.0,95.0,3,52000000.0
9961,3.0,1,2,2012.0,8.0,73.0,3,43000000.0
9962,2.0,7,3,1988.0,1.0,50.8,3,30000000.0
9963,2.0,3,2,2022.0,7.0,43.0,3,40000000.0
9964,5.0,3,2,2015.0,17.0,250.0,3,490000000.0
9965,2.0,5,1,1972.0,1.0,53.0,3,32000000.0
9966,2.0,3,3,1987.0,8.0,46.9,1,38300000.0
9967,3.0,2,3,1962.0,1.0,57.9,3,38000000.0
9968,1.0,3,1,1962.0,2.0,27.0,1,18000000.0
9969,2.0,3,2,2022.0,15.0,72.9,3,73150000.0
9970,1.0,6,2,2023.0,4.0,26.0,4,12900000.0
9971,1.0,2,3,1990.0,4.0,41.0,3,30000000.0
9972,2.0,3,2,2019.0,12.0,57.0,4,44000000.0
9973,1.0,4,2,2007.0,5.0,42.0,3,26500000.0
9974,3.0,2,2,2007.0,11.0,127.0,3,77000000.0
9975,2.0,1,3,1977.0,1.0,44.0,3,27900000.0
9976,3.0,3,3,1994.0,9.0,76.0,3,43000000.0
9977,3.0,3,3,1990.0,1.0,74.0,3,55000000.0
9978,1.0,3,2,2015.0,4.0,43.0,3,38000000.0
9979,2.0,1,1,1976.0,2.0,52.1,3,36400000.0
9980,1.0,0,2,2014.0,5.0,41.0,3,22000000.0
9981,2.0,1,3,1963.0,2.0,44.0,3,35000000.0
9982,3.0,5,1,1986.0,4.0,76.0,3,82000000.0
9983,2.0,0,2,2010.0,9.0,65.6,3,38000000.0
9984,2.0,1,1,1984.0,3.0,55.0,3,41000000.0
9985,1.0,4,2,2010.0,5.0,37.0,1,18000000.0
9986,4.0,7,2,2015.0,4.0,90.8,3,60000000.0
9987,3.0,6,0,2022.0,3.0,93.0,3,130000000.0
9988,1.0,1,2,2016.0,5.0,33.0,3,30000000.0
9989,4.0,1,2,2020.0,7.0,120.0,3,81000000.0
9990,3.0,3,2,2022.0,3.0,138.0,3,146000000.0
9991,3.0,1,2,2023.0,10.0,100.0,4,63000000.0
9992,2.0,3,3,1974.0,4.0,43.0,3,30900000.0
9993,2.0,3,3,1979.0,5.0,45.0,2,35000000.0
9994,3.0,2,3,1971.0,3.0,62.4,1,35000000.0
9995,1.0,2,2,2018.0,6.0,24.3,3,18100000.0
9996,1.0,1,1,1985.0,3.0,44.0,3,35500000.0
9997,2.0,6,2,2019.0,16.0,67.0,3,42500000.0
9998,3.0,3,2,2019.0,5.0,111.0,3,108000000.0
9999,2.0,1,2,2016.0,7.0,85.0,3,42350000.0
10000,3.0,5,1,2018.0,3.0,90.0,3,63000000.0
10001,1.0,0,1,2008.0,2.0,22.0,3,11000000.0
10002,2.0,5,1,1963.0,4.0,43.0,3,39500000.0
10003,3.0,1,3,1971.0,3.0,57.0,3,33700000.0
10004,2.0,6,2,2019.0,13.0,62.0,3,37000000.0
10005,3.0,7,0,1964.0,2.0,57.0,1,25000000.0
10006,1.0,6,2,2019.0,5.0,31.0,4,15000000.0
10007,2.0,3,2,2012.0,7.0,85.0,3,65000000.0
10008,1.0,2,1,1993.0,4.0,37.0,1,26000000.0
10009,3.0,0,2,2018.0,6.0,88.0,3,54000000.0
10010,3.0,1,2,2007.0,5.0,112.0,3,72000000.0
10011,3.0,2,2,2023.0,16.0,104.0,4,51000000.0
10012,1.0,2,3,1975.0,2.0,23.1,3,22000000.0
10013,2.0,6,2,2022.0,6.0,67.0,3,41000000.0
10014,5.0,5,2,2004.0,9.0,260.0,3,300000000.0
10015,3.0,3,3,1982.0,8.0,72.0,3,46500000.0
10016,2.0,6,2,2013.0,1.0,67.4,3,33000000.0
10017,2.0,6,2,2019.0,2.0,71.0,3,32000000.0
10018,2.0,1,3,1975.0,4.0,47.0,3,41000000.0
10019,4.0,3,2,2016.0,1.0,290.0,3,490000000.0
10020,1.0,2,1,2000.0,4.0,20.0,1,13500000.0
10021,2.0,1,0,2023.0,2.0,70.2,4,45000000.0
10022,3.0,3,2,2019.0,11.0,77.0,3,83000000.0
10023,3.0,0,2,2010.0,1.0,88.6,3,40000000.0
